,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,K,D
0,2023-06-20 00:00:00-04:00,444.08572760719306,453.0698528217664,443.3387121614298,450.1515197753906,2506300,0.0,0.0,0.0,0.0
1,2023-06-21 00:00:00-04:00,452.69135754313686,453.5280111900697,448.4184207068941,451.19732666015625,2347500,0.0,0.0,0.0,0.0
2,2023-06-22 00:00:00-04:00,453.1893756845418,460.4204950101402,452.0140786646525,455.8587036132813,2912500,0.0,0.0,0.0,0.0
3,2023-06-23 00:00:00-04:00,455.1814248218639,458.179456624588,450.5200556001614,457.01409912109375,4832100,0.0,0.0,0.0,0.0
4,2023-06-26 00:00:00-04:00,463.4085709412121,463.4085709412121,447.1335973926774,450.9583129882813,3214700,0.0,0.0,0.0,0.0
5,2023-06-27 00:00:00-04:00,460.65953955840246,466.1177435318877,449.9025289552774,462.6515808105469,4138700,0.0,0.0,0.0,0.0
6,2023-06-28 00:00:00-04:00,466.6456240235734,466.6655334930919,455.5001510064493,456.8746643066406,2854700,0.0,0.0,0.0,0.0
7,2023-06-29 00:00:00-04:00,457.2332169668955,463.9762655270277,455.6893971860224,462.6416015625,2112400,0.0,0.0,0.0,0.0
8,2023-06-30 00:00:00-04:00,462.8009529130954,468.0001815171684,462.15354562022526,467.1137390136719,3172300,0.0,0.0,0.0,0.0
9,2023-07-03 00:00:00-04:00,464.4045677718344,464.4045677718344,455.5499301794571,459.5838317871094,2113200,0.0,0.0,19.888632019106545,6.629544006368848
10,2023-07-05 00:00:00-04:00,460.26112154812,465.39062151664166,458.1694722261213,463.8468017578125,2130200,0.0,0.0,39.957603152898855,17.738897055212185
11,2023-07-06 00:00:00-04:00,461.2770610111977,465.7392442960036,459.7830300930515,461.36669921875,2191700,0.0,0.0,49.3750764279862,28.28429017947019
12,2023-07-07 00:00:00-04:00,460.4902176076168,461.7651228344786,449.44435215388495,450.281005859375,2914000,0.0,0.0,37.944546559449435,31.50437563946327
13,2023-07-10 00:00:00-04:00,451.1574731787709,452.8606902549314,447.9204062954005,451.356689453125,2011400,0.0,0.0,31.000749539587968,31.336500272838165
14,2023-07-11 00:00:00-04:00,448.2092740818612,448.7670431912499,435.8685641453283,437.6415100097656,3573100,0.0,0.0,22.506420039281345,28.39314019498589
15,2023-07-12 00:00:00-04:00,436.72518132946703,442.5319684205627,433.27895834634256,438.8467102050781,3107800,0.0,0.0,20.349475606176814,25.711918665382864
16,2023-07-13 00:00:00-04:00,438.4781772490139,440.480158065854,432.6116010898136,432.9701843261719,2865100,0.0,0.0,13.904075025495755,21.77597078542049
17,2023-07-14 00:00:00-04:00,439.3447294326172,448.657528899635,439.1156337328743,447.6714477539063,2954500,0.0,0.0,24.422736870791358,22.658226147210776
18,2023-07-17 00:00:00-04:00,447.6614925216631,448.8268196582972,441.49612227720473,445.3606872558594,2347900,0.0,0.0,29.1100700498215,24.808840781414347
19,2023-07-18 00:00:00-04:00,445.1714531440758,451.5160999846391,443.2690500060313,449.404541015625,2237900,0.0,0.0,36.30392095568034,28.64053417283634
20,2023-07-19 00:00:00-04:00,449.6036883132922,453.18936851705,446.77499348481007,451.7550964355469,2212800,0.0,0.0,46.090758981312035,34.45727577566157
21,2023-07-20 00:00:00-04:00,453.3387918077154,463.3687270270366,453.1893947897596,461.9743041992188,2624200,0.0,0.0,62.54928673311137,43.821279428144834
22,2023-07-21 00:00:00-04:00,463.557970194977,465.18148870325774,460.13165675810086,460.2013854980469,2226700,0.0,0.0,69.93601984265264,52.526192899647434
23,2023-07-24 00:00:00-04:00,460.1615154025002,463.7870449624836,455.8487595956469,457.4921875,2190700,0.0,0.0,72.08780635485681,59.046730718050554
24,2023-07-25 00:00:00-04:00,455.9383945442521,459.08582325300665,454.7830070134837,455.7192687988281,1737800,0.0,0.0,71.70785436958977,63.267105268563625
25,2023-07-26 00:00:00-04:00,453.1893964282478,453.1893964282478,444.7829796979756,451.7850036621094,1959800,0.0,0.0,64.00698107518711,63.51373053743812
26,2023-07-27 00:00:00-04:00,451.516075425757,456.8547313667602,450.45032606569725,453.1794128417969,1883500,0.0,0.0,59.11366793719858,62.047043004024935
27,2023-07-28 00:00:00-04:00,453.3188729153964,457.7412069318015,449.9821977350895,456.6555480957031,1437600,0.0,0.0,59.772733239844875,61.28893974929825
28,2023-07-31 00:00:00-04:00,457.1933940014595,457.1933940014595,449.0061029319252,452.7411804199219,2110200,0.0,0.0,52.85303525343777,58.47697158401142
29,2023-08-01 00:00:00-04:00,453.5380036737346,455.5499544202453,449.6535292640666,451.2869873046875,1738200,0.0,0.0,45.86359704185417,54.272513403292336
30,2023-08-02 00:00:00-04:00,453.41849376280777,459.8029898095217,449.52404935383856,452.6714782714844,2366600,0.0,0.0,43.466377063929514,50.67046795683805
31,2023-08-03 00:00:00-04:00,448.9861987770204,452.2929947139508,446.4762376179799,447.3726501464844,2414100,0.0,0.0,33.519894319474965,44.953610077717016
32,2023-08-04 00:00:00-04:00,447.4522887929887,450.66944630362127,445.1116646780545,447.7012939453125,1869800,0.0,0.0,28.823099281587695,39.576773145673904
33,2023-08-07 00:00:00-04:00,451.44635701104886,453.1893931385047,448.7869685165728,452.2730407714844,2446400,0.0,0.0,35.83780527152922,38.330450520959005
34,2023-08-08 00:00:00-04:00,503.98645501570695,535.859116202471,500.70953852652406,519.5243530273438,15094500,0.0,0.0,51.2251220058261,42.62867434924804
35,2023-08-09 00:00:00-04:00,518.2992588953064,530.4109039990067,514.8331264994193,524.1359252929688,5376600,0.0,0.0,63.17725484179124,49.478201180095766
36,2023-08-10 00:00:00-04:00,521.3868487043309,526.6358964621573,517.9207166400273,519.265380859375,4108500,0.0,0.0,69.35629612127106,56.10423282715419
37,2023-08-11 00:00:00-04:00,521.6358830819654,529.693716540643,517.9307156044708,526.1777954101562,2523500,0.0,0.0,76.01472352090747,62.74106305840528
38,2023-08-14 00:00:00-04:00,530.3001745927345,541.2998086693576,528.273889336001,537.0077514648438,3981100,1.13,0.0,82.52243306204929,69.33485305961995
39,2023-08-15 00:00:00-04:00,536.7382584261053,546.2806247187275,532.7955920510368,545.6118774414062,2826800,0.0,0.0,88.12794863631771,75.59921825185253
40,2023-08-16 00:00:00-04:00,546.3904386402489,551.8503209174354,541.49945148362,545.2325439453125,2597100,0.0,0.0,90.01863858090624,80.40569169487043
41,2023-08-17 00:00:00-04:00,542.2082091699659,547.7878657192804,536.3989353698231,536.6683959960938,2549900,0.0,0.0,88.43553488350301,83.08230609108128
42,2023-08-18 00:00:00-04:00,534.0433021717422,546.7597967269032,532.9153812961972,545.4222412109375,2957800,0.0,0.0,88.10056297356428,84.75505838524228
43,2023-08-21 00:00:00-04:00,545.9811685011224,552.4791717594027,544.7434651990858,549.0355224609375,2305400,0.0,0.0,89.01789540785256,86.1760040594457
44,2023-08-22 00:00:00-04:00,548.5165280111927,555.0743573118181,546.2706776986914,552.6388549804688,1937100,0.0,0.0,90.49352410110035,87.61517740666392
45,2023-08-23 00:00:00-04:00,555.6932049918191,556.372004471062,547.1989512678549,552.3394165039062,2121300,0.0,0.0,90.16559882684697,88.46531788005827
46,2023-08-24 00:00:00-04:00,551.6806627814149,555.9527374605519,546.2905976792091,546.9893188476562,1776700,0.0,0.0,82.31287249376786,86.41450275129479
