,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,K,D
0,2023-06-20 00:00:00-04:00,429.9068050803148,439.8250990716422,426.6673359555271,438.0054016113281,45115300,0.0,0.0,0.0,0.0
1,2023-06-21 00:00:00-04:00,434.9359300009618,436.075719998918,420.72832791534256,430.376708984375,55160300,0.0,0.0,0.0,0.0
2,2023-06-22 00:00:00-04:00,422.4580707807031,434.1860849473589,422.2681006837348,430.1767578125,41773700,0.0,0.0,0.0,0.0
3,2023-06-23 00:00:00-04:00,424.56771156255377,428.0171058266259,420.078455322528,422.0181274414063,35632300,0.0,0.0,0.0,0.0
4,2023-06-26 00:00:00-04:00,424.5376878015165,427.567201180956,400.9317224781127,406.2508239746094,59432200,0.0,0.0,0.0,0.0
5,2023-06-27 00:00:00-04:00,407.92053464349976,419.3285958840664,404.4111529289426,418.688720703125,46217500,0.0,0.0,0.0,0.0
6,2023-06-28 00:00:00-04:00,406.53077688561297,418.37876536334807,405.1110052346064,411.1000061035156,58263900,0.0,0.0,0.0,0.0
7,2023-06-29 00:00:00-04:00,415.5092141386341,415.9291560389287,405.9308590187621,408.1504821777344,38051400,0.0,0.0,0.0,0.0
8,2023-06-30 00:00:00-04:00,416.728995229226,425.4275255835959,414.9393220846388,422.9479370117188,50053400,0.0,0.0,0.0,0.0
9,2023-07-03 00:00:00-04:00,425.0976011927146,428.9069498569133,421.9481132706459,424.0577697753906,19820900,0.0,0.0,21.93456344248382,7.311521147494607
10,2023-07-05 00:00:00-04:00,421.2782639892368,431.6964727173736,420.7783491228706,423.0979614257813,32361800,0.0,0.0,36.84192056313429,17.1549876193745
11,2023-07-06 00:00:00-04:00,418.3687576306931,421.7181933524352,413.38959455550633,420.9583129882813,30358200,0.0,0.0,46.25991312277124,26.85662945384008
12,2023-07-07 00:00:00-04:00,423.1479521772544,432.06644706041817,421.7281804928424,424.9576416015625,35525300,0.0,0.0,56.56247476925106,36.7585778923104
13,2023-07-10 00:00:00-04:00,426.49735654493225,428.0370722926927,416.4190562215846,421.7281494140625,35390800,0.0,0.0,58.58074742701808,44.03263440387963
14,2023-07-11 00:00:00-04:00,424.7376329867488,427.5071501446024,420.5983540845346,423.9777526855469,29824400,0.0,0.0,62.384615278022665,50.1499613619273
15,2023-07-12 00:00:00-04:00,430.25669847191074,439.2751818329722,427.69713689817473,438.9452209472656,48127700,0.0,0.0,74.59322471342162,58.2977158124254
16,2023-07-13 00:00:00-04:00,445.1041990902135,461.4714071535215,444.8442641046215,459.6917114257813,47820400,0.0,0.0,81.82835291737376,66.14126151407484
17,2023-07-14 00:00:00-04:00,465.7506665972538,480.79812224092495,450.5232794387351,454.6125793457031,77066400,0.0,0.0,74.93688897398322,69.07313733404429
18,2023-07-17 00:00:00-04:00,462.81120591728927,464.8808303027489,452.5429348947185,464.5308837890625,51048800,0.0,0.0,75.24715421018863,71.13114295942573
19,2023-07-18 00:00:00-04:00,466.9304884826839,478.878435359488,457.2621216403712,474.859130859375,57019000,0.0,0.0,80.5612877452194,74.27452455469029
20,2023-07-19 00:00:00-04:00,474.5591859254896,478.0985611130086,467.3404142333983,470.6898193359375,42750200,0.0,0.0,81.80711636602425,76.7853884918016
21,2023-07-20 00:00:00-04:00,464.9908119438369,470.7898120742339,450.54326038616,455.12249755859375,53786500,0.0,0.0,74.57742873609527,76.04940190656615
22,2023-07-21 00:00:00-04:00,457.8020473178692,458.5819132964217,440.9249163847004,443.0145568847656,96283200,0.0,0.0,62.13040605128042,71.4097366214709
23,2023-07-24 00:00:00-04:00,447.23383669185927,451.0131918727907,440.3250095558077,446.0440368652344,38251600,0.0,0.0,52.93725721791863,65.25224348695347
24,2023-07-25 00:00:00-04:00,449.33347113747385,461.7513389797849,449.1535091136447,456.7122192382813,34808100,0.0,0.0,48.78788022045204,59.76412239811966
25,2023-07-26 00:00:00-04:00,460.1316300219652,460.4515828575092,446.2239948608484,454.4425964355469,36423700,0.0,0.0,44.15238562073796,54.560210138992424
26,2023-07-27 00:00:00-04:00,465.1107929307026,473.8693110991659,457.4220998926101,458.9218444824219,45597600,0.0,0.0,45.51376718665996,51.544729154881594
27,2023-07-28 00:00:00-04:00,466.6005119706658,470.1898968929296,463.7310056450254,467.4203796386719,33119400,0.0,0.0,53.76919751574542,52.286218608502864
28,2023-07-31 00:00:00-04:00,467.4604066545368,471.2197457403505,464.980817907074,467.21044921875,25105500,0.0,0.0,59.57123257854376,54.71455659851649
29,2023-08-01 00:00:00-04:00,464.520893021094,468.92013767720994,460.1916132558186,464.9908142089844,23785800,0.0,0.0,64.22483050573226,57.884647900921735
30,2023-08-02 00:00:00-04:00,458.2319594679101,458.3219404818008,433.7961185135694,442.6146240234375,53014200,0.0,0.0,50.151885963626306,55.30706058848992
31,2023-08-03 00:00:00-04:00,437.92541192561015,451.1031601487107,437.92541192561015,445.0741882324219,32417600,0.0,0.0,42.8158161709821,51.143312449320646
32,2023-08-04 00:00:00-04:00,449.7734064294543,456.3422950242904,443.85440105127606,446.7239074707031,36225800,0.0,0.0,39.297358035389436,47.19466097801023
33,2023-08-07 00:00:00-04:00,451.03317483967385,455.3224529247012,445.55412744737663,454.0926818847656,32215400,0.0,0.0,43.081148903317626,45.82349028644603
34,2023-08-08 00:00:00-04:00,448.4535965185639,452.3429485448486,440.4849529018404,446.5639343261719,35384300,0.0,0.0,39.3411790586326,43.66271987717488
35,2023-08-09 00:00:00-04:00,442.6645814339612,443.0445215932045,421.268232448495,425.467529296875,58644900,0.0,0.0,29.029701374275184,38.78504704287498
36,2023-08-10 00:00:00-04:00,421.52822024677033,435.6657967617367,418.2787736244531,423.8078308105469,49270500,0.0,0.0,22.83440591562174,33.468166667123896
37,2023-08-11 00:00:00-04:00,417.4389037076995,420.1084318935257,406.3208024349671,408.48040771484375,53200900,0.0,0.0,16.372899051978365,27.76974412874205
38,2023-08-14 00:00:00-04:00,404.7910543062901,437.9254265698718,403.0413522594926,437.45550537109375,69028600,0.0,0.0,31.666464130450528,29.068650795978208
39,2023-08-15 00:00:00-04:00,445.5241211499969,452.6029020121086,437.02556868611913,439.3251647949219,67651200,0.0,0.0,43.80213979085596,33.97981379427079
40,2023-08-16 00:00:00-04:00,445.124184912302,446.67390870846486,433.9860676518943,434.7859191894531,52745100,0.0,0.0,49.05383768754294,39.0044884253615
41,2023-08-17 00:00:00-04:00,439.6251240020548,440.54495022386254,429.93677192878346,433.3661804199219,45239500,0.0,0.0,52.03703291444997,43.34866992172432
42,2023-08-18 00:00:00-04:00,426.2774063055744,435.7057932218786,416.5290665565884,432.916259765625,58262200,0.0,0.0,54.784154132975175,47.16049799214127
43,2023-08-21 00:00:00-04:00,444.86422748315545,470.5698404298539,442.1446894889049,469.5900268554688,69257300,0.0,0.0,69.37244832495092,54.56448143641116
44,2023-08-22 00:00:00-04:00,481.2680145912384,481.7879150317617,453.2527678941969,456.6022033691406,75720700,0.0,0.0,68.92054819554178,59.34983702278802
45,2023-08-23 00:00:00-04:00,458.5819014913347,471.9196262497028,452.0030048689709,471.0797729492188,77904600,0.0,0.0,74.7476207082143,64.48243158459678
46,2023-08-24 00:00:00-04:00,502.07448189974735,502.5743967458504,471.50968088603264,471.5496826171875,115604400,0.0,0.0,72.77499200495205,67.24661839138187
47,2023-08-25 00:00:00-04:00,470.0399331836086,477.96857537323,450.163313886704,460.10162353515625,92534100,0.0,0.0,65.39635210843576,66.62986296373316
48,2023-08-28 00:00:00-04:00,464.7408659189103,469.7199984838556,448.803577461786,468.270263671875,68519200,0.0,0.0,63.64173045409502,65.63381879385378
49,2023-08-29 00:00:00-04:00,466.5805413198609,490.72642298245927,463.8310095867779,487.7569274902344,70139700,0.0,0.0,70.02097411943566,67.09620390238106
50,2023-08-30 00:00:00-04:00,490.3564842643737,499.1849671575387,484.1675359329852,492.5561218261719,73520600,0.0,0.0,76.13297611190262,70.10846130555491
51,2023-08-31 00:00:00-04:00,493.7158998109291,497.3552946102496,489.49661720382585,493.4659423828125,52857000,0.0,0.0,79.06438106967076,73.09376789359352
52,2023-09-01 00:00:00-04:00,497.5352814736119,497.9152216652976,481.3380576304838,485.0074157714844,46319100,0.0,0.0,75.15288704289213,73.78014094335973
53,2023-09-05 00:00:00-04:00,482.1479226211482,488.4268523777352,478.5185356616496,485.3973693847656,38265300,0.0,0.0,72.78696242279369,73.44908143650437
54,2023-09-06 00:00:00-04:00,484.367408358308,485.4472999648301,465.7590289113587,470.568603515625,46867000,0.04,0.0,62.01710608051426,69.63842298450766
55,2023-09-07 00:00:00-04:00,455.20998000561104,463.3992624824885,451.4802969160841,462.3693542480469,43333000,0.0,0.0,50.32012616196721,63.19899071032751
56,2023-09-08 00:00:00-04:00,459.3796185208437,466.0190188252852,452.6701865327438,455.679931640625,47306900,0.0,0.0,38.096283992078526,54.831421804244506
57,2023-09-11 00:00:00-04:00,461.4394239870607,461.5894046916364,443.0810228746439,451.7402648925781,47396600,0.0,0.0,30.542283948442098,46.73504251897704
58,2023-09-12 00:00:00-04:00,447.3406617373573,456.6898455898869,445.2708364521174,448.6605529785156,34925600,0.0,0.0,23.676518381219775,39.048867806391286
59,2023-09-13 00:00:00-04:00,445.96079982421446,459.2596186444042,444.9908838596064,454.8100280761719,39835500,0.0,0.0,22.91432739944299,33.670687670741856
60,2023-09-14 00:00:00-04:00,459.45960603728633,459.8295686287525,451.2703235668338,455.7699279785156,37009700,0.0,0.0,22.98971664487441,30.110363995452705
61,2023-09-15 00:00:00-04:00,453.3701317403784,455.9498914340532,438.0414627399826,438.9613952636719,50571300,0.0,0.0,15.935075169695647,25.38526772020035
62,2023-09-18 00:00:00-04:00,427.4424163807664,442.38110492799177,419.96306322183466,439.621337890625,50027100,0.0,0.0,20.630002670946105,23.800179370448934
63,2023-09-19 00:00:00-04:00,438.29144229694367,439.6213424325601,429.9821754728277,435.1617431640625,37306400,0.0,0.0,24.753490427275423,24.11794972272443
64,2023-09-20 00:00:00-04:00,435.96166340916574,438.9913957668492,422.19288516254574,422.3528747558594,36710800,0.0,0.0,18.231970456330522,22.155956633926458
65,2023-09-21 00:00:00-04:00,415.793417037201,420.9629757959759,409.76394855696606,410.1339416503906,44893000,0.0,0.0,12.392620816830682,18.901511361561198
66,2023-09-22 00:00:00-04:00,415.6834440610114,421.1129592396581,412.2737402643117,416.06341552734375,47923600,0.0,0.0,12.455887462451553,16.752970061857983
67,2023-09-25 00:00:00-04:00,415.8734488796559,425.3225999999431,411.73379810160736,422.1828918457031,41909100,0.0,0.0,16.57236898300502,16.692769702240327
68,2023-09-26 00:00:00-04:00,419.9730959475288,428.1623785864225,416.5133780691054,419.0731506347656,40228200,0.0,0.0,17.24624644250879,16.87726194899648
69,2023-09-27 00:00:00-04:00,423.2627860766409,428.6823231665349,416.2534229005689,424.6426696777344,44493500,0.0,0.0,22.235772951897044,18.663432283296668
70,2023-09-28 00:00:00-04:00,424.5626866382199,434.4218053638383,421.11297766389936,430.8521423339844,42466300,0.0,0.0,36.375077214159575,24.567313926917635
71,2023-09-29 00:00:00-04:00,438.23146215448185,441.4011969168637,433.0319375781493,434.9517517089844,39722100,0.0,0.0,50.788182379578146,33.307603411137805
72,2023-10-02 00:00:00-04:00,440.261281199064,451.7102868401516,438.5714273250891,447.7806396484375,43329800,0.0,0.0,64.06936415188702,43.561523658054206
73,2023-10-03 00:00:00-04:00,448.04058222056295,451.2603002729381,432.4219607326373,435.1317443847656,47085000,0.0,0.0,62.871836980334876,49.99829476548109
74,2023-10-04 00:00:00-04:00,437.3815495414922,441.3911761779052,432.881945242381,440.3712768554688,36182100,0.0,0.0,65.79315901590758,55.26324951562325
75,2023-10-05 00:00:00-04:00,440.4612846132897,448.9605375513441,438.8414318768909,446.8407287597656,39348300,0.0,0.0,73.1350876772091,61.22052890281853
76,2023-10-06 00:00:00-04:00,441.8911495688683,457.84976874730353,440.2213134406137,457.5797729492188,43339700,0.0,0.0,81.87369665927785,68.10491815497163
77,2023-10-09 00:00:00-04:00,448.380597354206,456.0099010454705,443.6409932495944,452.6902160644531,40967500,0.0,0.0,83.78117762948544,73.33033797980957
78,2023-10-10 00:00:00-04:00,453.0601823303608,462.5493384724532,450.84037622955134,457.9397583007813,36858200,0.0,0.0,85.47929135012633,77.37998910324848
79,2023-10-11 00:00:00-04:00,461.91938988802656,468.5488120610962,460.4595267512921,468.0188598632813,37813700,0.0,0.0,89.83055405782565,81.53017742144087
